Item Identifier,Outlet Identifier,2,3,4,5,6,7,8,9,10,11,12,13,Predicted Outlet Sales
FDA15,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.3,0.0,0.016047301,249.8092,1999.0,4012.7113195579077
DRC01,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.92,1.0,0.019278216,48.2692,2009.0,592.219230488412
FDN15,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.5,0.0,0.016760075,141.618,1999.0,2323.096168322092
FDX07,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.2,1.0,0.0,182.095,1998.0,1070.116337082649
NCD19,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.93,0.0,0.0,53.8614,1987.0,920.1836168297286
FDP36,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.395,1.0,0.0,51.4008,2009.0,643.2007896641853
FDO10,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.65,1.0,0.012741088999999999,57.6588,1987.0,1024.3099728848501
FDP10,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,0.0,0.127469857,107.7622,1985.0,3157.6691663555794
FDH17,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.2,1.0,0.016687114,96.9726,2002.0,1671.5069457298068
FDU28,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.2,1.0,0.09444959,187.8214,2007.0,3079.6112616530972
FDY07,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.8,0.0,0.0,45.5402,1999.0,836.8345381711079
FDA03,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.5,1.0,0.045463773,144.1102,1997.0,2397.6535593970584
FDX32,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.1,1.0,0.1000135,145.4786,1999.0,2413.3721463671245
FDS46,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.6,1.0,0.047257328,119.6782,1997.0,2017.603661369716
FDF32,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.35,0.0,0.06802430000000001,196.4426,1987.0,3114.3761711831266
FDP49,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.06908896099999999,56.3614,1997.0,1032.3049784301165
NCB42,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.8,0.0,0.008596051,115.3492,2009.0,1582.8663590597753
FDP49,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.06919637599999999,54.3614,1999.0,1008.5582224770587
DRI11,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,0.0,0.034237682,113.2834,1985.0,3269.9178149697273
FDU02,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.35,0.0,0.10249212,230.5352,2004.0,3683.0725095688304
FDN22,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.85,1.0,0.138190277,250.8724,1987.0,3991.7570651607
FDW12,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,1.0,0.035399923,144.5444,1985.0,3808.044204775186
NCB30,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.6,0.0,0.025698133999999997,196.5084,2004.0,3174.3804917095986
FDC37,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.650589581133403,0.0,0.057556998,107.6938,1985.0,-194.17978581699936
FDR28,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.85,1.0,0.025896485,165.021,1997.0,2731.892001166547
NCD06,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.099887103,45.906000000000006,2007.0,822.1560651593445
FDV10,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.645,1.0,0.06669343700000001,42.3112,2004.0,820.3102067611908
DRJ59,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.65,0.0,0.019356131999999998,39.1164,1987.0,683.3283355763106
FDE51,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.925,1.0,0.161466534,45.5086,1998.0,-1091.4315081140294
FDC14,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.650589581133403,1.0,0.072221801,43.6454,1985.0,-1142.974380226784
FDV38,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.25,0.0,0.17034855100000001,55.7956,1998.0,-995.3790696848773
NCS17,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.6,0.0,0.080829372,96.4436,2009.0,1263.4205838673279
FDP33,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.7,0.0,0.0,256.6672,2009.0,3779.4148626689384
FDO23,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.85,0.0,0.0,93.1436,2002.0,1563.456424576263
DRH01,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.5,0.0,0.097904029,174.8738,1997.0,2810.264227431335
NCX29,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.08929113699999999,146.7102,1999.0,2387.202994273117
FDV20,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,1.0,0.059511812000000004,128.0678,1985.0,3544.8418499517593
DRZ11,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.85,1.0,0.113123893,122.5388,2009.0,1719.3284690295404
FDX10,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,1.0,0.12311145300000001,36.9874,1985.0,2109.5783275159447
FDB34,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,0.0,0.026480953999999998,87.6198,1985.0,2872.758061952127
FDU02,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.35,0.0,0.102511504,230.6352,1997.0,3679.6269248826884
FDK43,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.8,0.0,0.02681843,126.00200000000001,1987.0,2034.565816478369
FDA46,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.6,0.0,0.117818348,192.9136,1999.0,3095.5457179342975
FDC02,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.35,0.0,0.06910283099999999,259.9278,2009.0,3808.7433030067787
FDL50,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.15,1.0,0.042277867000000004,126.5046,1987.0,2088.3458135630244
FDM39,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.42,0.0,0.08949892599999999,178.1002,1998.0,939.7939263293429
NCP05,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.6,0.0,0.0,153.3024,2002.0,2498.3368338232467
FDV49,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.025879577,265.2226,2002.0,4239.467199907553
FDL12,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.85,1.0,0.121632721,60.622,1997.0,1078.8734808287609
FDS02,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.650589581133403,1.0,0.25539489600000004,196.8794,1985.0,1189.7588896103625
NCL17,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.39,0.0,0.067779712,143.8812,1997.0,2343.714409759599
FDM40,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.195,0.0,0.159803853,141.5154,1987.0,2238.125806028751
FDR13,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.895,1.0,0.028696932,117.0492,1987.0,1946.6561499424151
FDA43,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.895,0.0,0.065041581,196.3794,2007.0,3175.013562679447
NCP18,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.15,0.0,0.028760012999999997,151.4708,2007.0,2485.543840484748
FDK21,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.905,0.0,0.010053105,249.0408,2009.0,3665.606763191332
NCX54,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.195,0.0,0.048157338,106.1622,2002.0,1758.6145666344892
DRK35,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.365,0.0,0.071958197,38.0506,1999.0,702.4164427673495
FDY21,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.1,0.0,0.17348130399999998,194.511,1997.0,3096.204584472858
FDI26,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.650589581133403,0.0,0.061082177,180.0344,1985.0,930.5147966775512
FDM20,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,246.9144,2009.0,3633.8619626031796
FDV27,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.97,1.0,0.040071131,87.3514,2002.0,1521.0615706793906
FDF09,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,0.0,0.012090074,38.2848,1985.0,2109.1220591324127
FDY40,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.650589581133403,1.0,0.15028599,51.0692,1985.0,-1049.5020154278964
FDY45,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.650589581133403,0.0,0.026015518999999997,255.8356,1985.0,5490.491382111108
FDC46,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.7,0.0,0.195068226,185.4266,1998.0,1015.9300281325395
FDH19,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.35,0.0,0.033082215,172.5738,2004.0,2796.4585347195352
FDZ03,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.65,1.0,0.078946455,186.024,2002.0,3041.468651100893
DRH37,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.6,0.0,0.041700756,164.8526,2002.0,2667.7184709739977
NCI17,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.645,0.0,0.14342264300000002,95.84100000000001,1997.0,1573.900904786844
FDJ58,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.6,1.0,0.10529607199999999,170.1764,1997.0,2788.4394940902985
FDL12,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15.85,1.0,0.121531501,59.222,1987.0,1016.336687687246
FDH35,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.25,0.0,0.0,164.7526,2002.0,2677.476757895458
FDG02,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.855,0.0,0.011324862,189.6188,2007.0,3087.1542954251163
NCZ18,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.825,0.0,0.186357148,254.3698,1999.0,4036.6276234723227
FDC29,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.39,1.0,0.024205661,114.0176,1997.0,1942.6043628913721
FDQ10,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.85,0.0,0.033230816,172.3422,1999.0,2799.861754143072
FDN48,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.650589581133403,0.0,0.113720344,89.9804,1985.0,-485.6808767300481
FDL04,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.11255650699999999,104.9622,2007.0,1733.2667677765894
FDV25,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.905,0.0,0.0,222.5456,2002.0,3585.604212886761
